x	v	dtheta	theta
0.092053586791247	-0.032277813636325	0.014577286122621	0.022677204285894
0.16202347173737	1.5054631294248	-4.3462072405592	-0.21897690931562
0.30864802749122	1.2821987433768	-2.6669127364098	-0.55412199794387
0.34049542414332	-0.28182742523665	2.9264818073245	-0.55308247816144
0.24863698560135	-2.0778672119762	8.8463541505629	0.068226468345979
-0.0063353383876346	-2.5836970896336	8.8183999265144	0.97342464963011
-0.22051232005777	-1.6879900410031	5.3072746568106	1.6936413294781
-0.32717188837812	-0.50809180430194	3.6703854873335	2.1193532434226
-0.31586606620654	0.51043374180233	3.398205584307	2.4431056291392
-0.25440242646957	0.73953252110544	2.4821615665886	2.7401477039176
-0.19994105166608	0.4195417784133	0.6661829357421	2.897868979207
-0.12878848607196	0.94968534605573	1.6058570250495	2.99729557334
-0.036096827685877	1.1626455727962	2.0584378371608	3.1672157971656
0.075443457589206	0.54911384933245	0.55120789950428	3.2880019386278
0.10145521913943	0.51012754253529	1.0196733106102	3.3886896766791
0.10818452386992	-0.64314838841222	-1.6944875570232	3.3145303412137
0.046158790526109	-0.45561058563455	-0.7451469392505	3.2076442223528
-0.017634973027213	-0.6498856506914	-1.245586166569	3.1300501642352
-0.07597637592223	-0.54529600537709	-1.0700727964531	3.0247127420772
-0.077984271218168	-0.052859445114277	-0.12120387592085	2.9413906390078
-0.050074344220534	0.93635371900285	2.3642823699633	3.0489976653026
-0.010029494370367	0.21312152798852	0.17154385993975	3.1762544531163
0.011064744179359	0.11506699444853	0.0017540161326653	3.1929720107744
0.040641483471531	0.058541631810232	-0.029320485008361	3.18778714353
0.042561866573758	0.22859287315702	0.64063070879232	3.2225762867023
0.047192616482637	-0.45123374282594	-1.0683403292427	3.2162421109193
0.012058597701683	-0.30115931125409	-0.61514681427699	3.1151732744673
-0.0050488629915923	0.10813049728812	0.56639281912153	3.1211578736921
-0.010386296608759	-0.30602534880692	-0.7372691972231	3.1172981630746
-0.042433181756432	0.066273517431994	0.2139788908223	3.08440273147
-0.03029781507184	0.065704407636166	0.03336622042894	3.0989783000209
-0.011443044995196	0.28344463710939	0.60042758965592	3.1386524945246
0.011101667492434	0.069370759918887	-0.11316040232711	3.1446547653416
0.033904985286944	0.44167378258645	1.1532549517218	3.2071747465436
0.042537443541626	-0.34674182286329	-0.98159553713893	3.2006476495767
0.013784734453958	-0.0089055534195423	0.14499579587404	3.1726223314205
0.023408631783967	-0.37964894784491	-0.88807985198555	3.1230885097877
0.0054681438178319	0.20952966872579	0.81820762654447	3.1237007038995
-0.0041357537673338	-0.24325046318399	-0.55483109313824	3.1717981160837
-0.045200813210298	-0.3566353994998	-0.96250643975259	3.0564531483027
-0.033622953669033	0.33771299121422	0.85477291671151	3.0645165529813
