x	v	dtheta	theta
-0.10342	0.063165	-0.046682	0.0337
-0.072418	0.68005	-1.9273	-0.050925
-0.075652	-0.9386	3.1548	0.019463
-0.23843	-2.1086	5.8773	0.49572
-0.36067	-0.49039	0.23933	0.77773
-0.34964	0.82392	-4.6364	0.56774
-0.17697	2.5706	-10.269	-0.20091
0.086882	2.4568	-8.3347	-1.1577
0.2486	0.98767	-5.0909	-1.8279
0.29042	-0.16096	-4.0538	-2.2696
0.24107	-0.8812	-3.748	-2.6366
0.19524	-0.13033	-0.59229	-2.8404
0.15225	-0.7352	-1.6455	-2.9765
0.097137	-0.34721	-0.044078	-3.0469
0.045917	-0.85566	-1.3246	-3.0955
-0.032772	-1.0137	-1.8615	-3.2488
-0.12482	-0.19535	-0.015372	-3.3487
-0.13004	-0.013651	0.0040318	-3.3392
-0.098659	0.48058	0.86792	-3.3069
-0.031582	0.78627	1.4666	-3.1882
0.042333	0.67168	1.1398	-3.0531
0.095678	0.29407	0.3802	-2.9776
0.091175	-0.17391	-0.56884	-2.9941
0.0563	-0.36468	-0.84956	-3.074
0.045466	-0.18078	-0.11747	-3.1218
0.0089108	-0.25322	-0.34025	-3.1404
-0.023333	-0.32881	-0.56795	-3.1881
-0.036196	-0.098381	-0.10881	-3.2182
-0.033643	0.12455	0.36097	-3.2118
-0.028231	0.17638	0.42063	-3.1649
0.003304	0.014985	-0.18312	-3.1641
-0.0013938	0.45629	1.201	-3.0893
0.032679	-0.16343	-0.44874	-3.077
0.014489	-0.21284	-0.47301	-3.1161
-0.00035517	-0.14858	-0.27958	-3.1292
-0.032268	-0.24628	-0.61908	-3.1906
-0.038744	0.19248	0.51894	-3.2002
-0.017377	0.092026	0.11924	-3.1527
-0.009282	0.07077	-0.02876	-3.1587
0.013765	0.29407	0.65399	-3.1326
0.030551	0.098787	0.19339	-3.0989
