x	v	dtheta	theta
-0.083989	0.0068952	-0.020021	0.10461
-0.046639	0.73868	-2.3241	-0.0053432
-0.047185	-0.9169	2.6688	0.0068049
-0.2111	-2.1999	5.8251	0.47654
-0.36035	-0.5467	0.13294	0.7591
-0.34347	0.78074	-4.8359	0.50599
-0.19061	2.4722	-10.202	-0.25791
0.084972	2.3743	-8.1569	-1.2159
0.23787	0.86074	-5.0584	-1.8543
0.26688	-0.29814	-4.2036	-2.3054
0.19979	-0.85963	-3.6825	-2.6622
0.1538	-0.20444	-0.90864	-2.8818
0.12445	-0.51799	-1.3295	-2.999
0.082296	-0.11309	0.14786	-3.068
0.049327	-0.47202	-0.72065	-3.0907
-0.0069603	-0.61217	-1.1277	-3.1984
-0.026337	-0.044216	0.35816	-3.2089
-0.050605	-0.24695	-0.48233	-3.2322
-0.04758	0.16745	0.48523	-3.2344
-0.036767	0.2294	0.4341	-3.1935
-0.03047	0.24314	0.46256	-3.1354
0.0084699	-0.045148	-0.42602	-3.1438
0.027911	0.50445	1.2511	-3.1045
0.063053	0.060418	0.23013	-3.0357
0.024078	-0.41661	-0.93458	-3.0551
-0.023974	-0.62001	-1.5431	-3.1775
-0.038786	0.23539	0.83975	-3.2183
-0.0075819	0.022327	-0.028265	-3.1697
-0.010309	0.22426	0.46908	-3.1735
0.020591	0.22448	0.52084	-3.1088
-0.004741	-0.057068	-0.20349	-3.0921
0.0025599	-0.35253	-0.9765	-3.1554
0.0089902	0.35935	1.0413	-3.1498
0.028248	0.034319	0.14187	-3.1013
0.0068035	-0.19628	-0.37747	-3.1011
-0.010611	-0.39496	-0.99576	-3.1725
-0.019562	0.28379	0.86833	-3.1821
-0.027705	-0.018416	0.0024604	-3.1565
-0.0035413	-0.12294	-0.36925	-3.1582
-0.0069681	0.18615	0.52958	-3.152
-0.0058038	-0.035717	-0.1534	-3.1105
