x	v	dtheta	theta
0.026476	0.062239	-0.086152	-0.037666
0.053796	0.53349	-1.267	-0.12554
0.022767	-1.1102	3.874	0.039374
-0.14114	-1.9688	5.6164	0.54289
-0.24834	-0.4025	0.098429	0.80252
-0.2387	0.68393	-4.2726	0.60179
-0.079657	2.4799	-10.125	-0.14969
0.17206	2.4976	-8.5935	-1.103
0.32491	0.96425	-5.1322	-1.767
0.36737	-0.21308	-3.922	-2.1982
0.3038	-1.2638	-4.2918	-2.5944
0.21467	-0.59993	-1.3598	-2.8803
0.15691	-0.69056	-1.1093	-3.0028
0.064925	-0.67978	-0.82958	-3.0806
-0.011999	-1.0521	-1.9504	-3.2118
-0.071458	-0.35388	-0.31765	-3.3283
-0.083618	0.14612	0.50582	-3.3357
-0.049693	0.51541	1.2417	-3.2398
-0.016618	0.39764	0.70643	-3.1365
0.011883	0.1896	0.093338	-3.1242
0.060468	0.38806	0.85173	-3.0804
0.075493	0.11175	0.30022	-3.0182
0.066601	-0.40404	-0.84201	-3.036
0.021803	-0.54334	-1.1217	-3.1267
-0.021055	-0.19919	-0.15798	-3.1961
-0.031315	-0.18366	-0.27936	-3.2123
-0.041023	0.081443	0.30072	-3.2042
-0.028851	0.038276	-0.074249	-3.2308
0.0058277	0.65223	1.7296	-3.1212
0.022275	0.14588	0.4496	-3.0217
0.01611	-0.62133	-1.4996	-3.0621
-0.047344	-0.50967	-1.1347	-3.1961
-0.058697	0.0088984	0.089583	-3.2414
-0.046424	0.21126	0.41902	-3.2249
-0.025183	0.37522	0.71279	-3.1784
0.010164	0.3337	0.59128	-3.0989
0.018649	0.053727	-0.10036	-3.0866
0.037638	-0.023707	-0.12492	-3.1103
0.016904	0.095507	0.35682	-3.0777
0.018915	-0.45343	-1.037	-3.107
-0.020673	-0.17341	-0.32469	-3.1651
