x	v	dtheta	theta
0.0067002	-0.01306	-0.14179	-0.099736
0.025144	0.4733	-1.1376	-0.1673
-0.0096103	-1.1851	4.1836	-0.024896
-0.159	-1.9975	5.8878	0.5208
-0.28713	-0.41507	0.36162	0.81938
-0.27938	0.74013	-4.1941	0.62683
-0.11047	2.5802	-10.172	-0.095984
0.15742	2.5835	-8.6804	-1.1096
0.34551	0.97745	-5.1507	-1.7738
0.37734	-0.18254	-3.83	-2.188
0.28307	-1.2725	-4.1805	-2.5721
0.19091	-1.0696	-2.4951	-2.8912
0.088595	-0.68223	-0.91218	-3.0809
0.01406	-0.76779	-1.1183	-3.1737
-0.052207	-0.63344	-0.9443	-3.2757
-0.097205	-0.12941	0.086439	-3.294
-0.096779	-0.11205	-0.34158	-3.3179
-0.063552	0.70316	1.6009	-3.2603
-0.035206	0.55421	1.0139	-3.1412
0.025909	0.24796	0.2528	-3.0815
0.045269	0.16748	0.19992	-3.0412
0.05594	-0.20243	-0.61557	-3.0718
0.026894	0.0044336	0.14429	-3.1085
0.039586	-0.22012	-0.39868	-3.1132
0.023606	-0.12775	-0.10391	-3.1242
-0.0039742	-0.27334	-0.49167	-3.1584
-0.035814	-0.1265	-0.16821	-3.1882
-0.028993	-0.092454	-0.25928	-3.2164
-0.023313	0.39309	1.0027	-3.1886
0.010319	0.16848	0.34002	-3.0871
-0.0095384	-0.24957	-0.77445	-3.1419
0.019131	0.23395	0.5759	-3.1466
0.01816	0.11155	0.33675	-3.0874
-0.00189	-0.31132	-0.82931	-3.1191
-0.00021129	-0.05557	-0.15096	-3.1457
-0.012421	0.01258	-0.04114	-3.1758
-0.01415	0.23054	0.53939	-3.1689
0.020484	0.10028	0.26279	-3.1054
0.010802	-0.13363	-0.44129	-3.1313
0.018421	0.13682	0.45054	-3.1148
0.015566	-0.18728	-0.45817	-3.1436
