x	v	dtheta	theta
0.2456	0.027098	0.050226	0.12529
0.28669	0.47493	-1.6613	0.04557
0.25258	-1.091	2.8777	0.12339
0.086676	-2.2305	5.2589	0.56385
-0.051222	-0.66729	-0.222	0.79581
-0.092081	0.28282	-4.2965	0.57863
0.048516	2.0416	-10.036	-0.16798
0.26786	2.0843	-8.5272	-1.1214
0.40074	0.64408	-5.163	-1.7939
0.38875	-0.5371	-4.0726	-2.245
0.29217	-1.4417	-4.2613	-2.6634
0.18335	-0.70317	-1.1522	-2.9032
0.084391	-1.2102	-2.2599	-3.0747
0.010302	-0.76308	-0.99232	-3.2245
-0.060707	-0.41907	-0.38462	-3.2895
-0.096619	-0.20533	-0.17622	-3.3311
-0.095597	0.28267	0.73957	-3.2978
-0.065403	0.365	0.62736	-3.2174
-0.044427	0.38795	0.5739	-3.1616
0.0013575	0.31659	0.30358	-3.1305
0.045858	0.49454	0.90132	-3.0506
0.063954	0.072804	-0.045671	-3.0314
0.074688	-0.16297	-0.40506	-3.0492
0.057084	-0.19862	-0.35272	-3.0772
0.029265	-0.2953	-0.54044	-3.1271
0.0084946	-0.15175	-0.14188	-3.1529
-0.013614	-0.17912	-0.32044	-3.1725
-0.012712	-0.04095	-0.046972	-3.2068
-0.0043077	0.30616	0.84133	-3.1701
0.011414	0.084377	0.20243	-3.1061
0.0095878	-0.19052	-0.53993	-3.1306
-0.0056239	0.083191	0.29736	-3.1456
-0.0028643	-0.11274	-0.29902	-3.1508
0.016402	0.070361	0.21248	-3.1407
0.0059335	0.01355	0.078194	-3.1473
-0.022043	0.016037	0.085321	-3.1183
-0.0083483	-0.36516	-1.0528	-3.1635
-0.016152	0.41607	1.112	-3.1645
0.021004	0.025977	0.097519	-3.1241
0.02196	-0.025234	-0.073923	-3.1317
-0.00031073	0.063883	0.33605	-3.0961
