x	v	dtheta	theta	sin(theta)	cos(theta)	u
-0.242463701271567	0.183059911148634	0.0815726467943199	0.0745048613355467	0.0744359513683398	0.997225796469330	9.99827290226401
-0.141593571397031	1.73497197510483	-4.60829039784514	-0.167142921194637	-0.166365769040774	0.986064110943843	2.83352081096387
0.0431783508485821	1.79942483970009	-3.74828005722106	-0.584645321695151	-0.551903648014643	0.833907886584681	-9.55732336571363
0.163712126930951	0.307879095243820	1.60742939616449	-0.697389437374354	-0.642218825894431	0.766521349778843	-9.98030419847207
0.104780171098005	-1.46098502367059	7.65524145373411	-0.251529332247961	-0.248885458367680	0.968532925931333	-9.99999707403437
-0.102561559844273	-2.43523150904386	9.97419833940560	0.701048007802083	0.645018893891933	0.764166622224779	-0.622046644582968
-0.306809995005610	-1.58631635575521	6.17891088782713	1.50677431633116	0.997951291005272	0.0639782836665028	9.93469384892592
-0.419494509804908	-0.350234925106732	4.01947158283763	1.98852921669069	0.914011030822747	-0.405689333769498	9.99187820736586
-0.408519283319228	0.777518836473727	3.53230979131084	2.38183434166364	0.688746240771939	-0.725002493666416	5.40425719116454
-0.286230988896417	1.34722801868705	3.31403072124077	2.71221149175021	0.416308219950144	-0.909223551169866	-0.338232336100933
-0.137353988124978	1.18563117671562	1.89483755520883	2.94449644115547	0.195822592064684	-0.980639338613880	3.90378658702690
-0.0136137248323932	1.73294941610533	3.38188258450751	3.21565787966600	-0.0739975285673561	-0.997258424765579	-7.90359281511585
0.109638892138636	0.557598190146116	0.475692376679126	3.39970184946387	-0.255252839273657	-0.966874339323749	-5.40766109943738
0.123127888606540	-0.150145557666281	-0.811995475884243	3.36854732500905	-0.225011336883552	-0.974356145500133	-2.03086290388570
0.118388085575651	-0.334848300711769	-0.833445735598329	3.30838169403693	-0.166016809526268	-0.986122922842137	-1.40295340467213
0.0705784785676576	-0.485979785730324	-0.976889339240036	3.21215422192683	-0.0705030293358568	-0.997511565273540	0.622500494087703
0.0236975157322821	-0.368477170107017	-0.487518148284674	3.14243697116143	-0.000844317471326072	-0.999999643563940	-0.0141012647290956
-0.0114741304975270	-0.381987390474769	-0.601884415175805	3.10500195105920	0.0365825379868612	-0.999330634932423	1.30316054047090
-0.0498331497358127	-0.218483132346170	-0.302803576928510	3.04004662319268	0.101371603407400	-0.994848630708518	2.82634648693196
-0.0380665267108890	0.176072573727107	0.578151946551383	3.06305487114954	0.0784570680980286	-0.996917493308981	0.157934499988582
-0.0394155659839030	0.174100480001807	0.354826107890606	3.07969826133770	0.0618548811202556	-0.998085153522283	1.19711136981487
0.00217985273323858	0.346598645767433	0.853452576838739	3.17077758982805	-0.0291807933186981	-0.999574149976525	-3.60870212274052
0.0186679368977930	-0.206068404399805	-0.709670931168353	3.15794756057437	-0.0163541778844445	-0.999866261489868	2.81279452105681
0.0108128469254850	0.255030453409350	0.710995313788616	3.15983043482190	-0.0182367702172651	-0.999833696277557	-2.87535060524521
-0.00344745422302459	-0.193351229834114	-0.480489508306942	3.17376637355261	-0.0321681694884152	-0.999482470517500	-0.120039332896811
-0.0199456320384174	-0.190739778192713	-0.460648663651414	3.13863950895535	0.00295314034201711	-0.999995639471553	0.849864021636856
-0.0329556291232435	-0.0584794677189742	-0.151698416753304	3.11064717198232	0.0309405428273333	-0.999521226792883	1.01460051355078
-0.0330909364481732	0.0762787931175675	0.139016092889757	3.10613289409338	0.0354523288122388	-0.999371368602177	0.643490467204949
-0.0281867301097508	0.141096719002685	0.312593932183039	3.14224657681357	-0.000653923177170251	-0.999999786192216	-1.47258924983741
-0.00534907144975610	-0.0964921902889022	-0.450002672418364	3.10147015317178	0.0401117363170249	-0.999195200453662	3.99232234389065
-0.00820163141064551	0.544344176911018	1.38757533410252	3.16086451642546	-0.0192706699144243	-0.999814303398911	-5.18012787858555
0.0375640653738407	-0.248427897083247	-0.849699274173535	3.18766174749505	-0.0460527997565816	-0.998939006964179	2.56484359453387
0.0254041015787024	0.184121720877349	0.526459579737108	3.16092647386315	-0.0193326158098022	-0.999813107518575	-1.87109241498611
0.0272765290335004	-0.101692947623774	-0.116263085036317	3.19199726747802	-0.0503832733947727	-0.998729956375610	-1.69209804589061
-0.0247021691438035	-0.331688905001105	-0.728436681253124	3.14959249764149	-0.00799975872362268	-0.999968001418227	0.464281301974908
-0.0325595493748493	-0.279192193943367	-0.582097407441609	3.07822887531181	0.0633213861944637	-0.997993187376753	2.97073275504611
-0.0577964226353758	0.159560046820661	0.549634442341338	3.08866587864502	0.0529020682747308	-0.998599705173327	-1.64708304171779
-0.0370279212259733	-0.116458505901899	-0.413078621852399	3.09079920387447	0.0507716115648174	-0.998710290053683	3.03414987187820
-0.0142875901956915	0.330143164199156	0.779320935548055	3.12680936718892	0.0147827479364946	-0.999890729211670	-1.72615578249083
0.0130175868170734	0.0332572252902044	-0.0739147420977179	3.14834291028462	-0.00675020543128532	-0.999977217103788	1.29687366046668
