x	v	dtheta	theta	sin(theta)	cos(theta)	u
-0.064321554522457	-0.13827009121333	-0.030686867929049	0.17412923734464	0.17325060859934	0.98487777242659	0.25817871571434
-0.067925854517612	-0.0025289143332043	-0.8972425730028	0.10388544947756	0.10369869175607	0.99460875791845	-0.79032498914298
-0.075563926987711	-0.10252191046162	-0.89385318074771	0.022521864376493	0.022519960447481	0.9997463935326	-2.9920925260485
-0.094785646170135	-0.55927498434024	0.47497382416149	0.015100182043663	0.015099608204285	0.9998859944174	-8.0990852965503
-0.21842015716561	-1.7235250900328	3.7708116562435	0.24168473936441	0.23933873963422	0.97093612957305	-1.3265791215592
-0.37879955524577	-1.6651227721515	2.3553556825363	0.54775035420612	0.52076802970816	0.85369822492136	4.1847039545815
-0.52167010865159	-0.83029370807343	-1.36047098009	0.61099164722698	0.5736799799826	0.81907953250412	-7.680635348745
-0.64609189111217	-1.646657042554	-0.78476189679383	0.4807032545136	0.46240284448271	0.88666995517741	-8.4383063569843
-0.8469147467761	-2.6082889799405	0.43856535801815	0.46415956031638	0.44767144005104	0.8941981222093	-2.6149418356898
-1.1168332425114	-2.7364806324673	-0.58588443358497	0.4692313894441	0.45220088287489	0.89191611798822	-9.327432438418
-1.4519628184864	-3.7916213590249	0.97218911421985	0.49825887415123	0.4778968309996	0.87841597146258	-6.1569924914078
-1.8573475333924	-4.3488197541339	0.9209601336371	0.58935946721335	0.55582866406793	0.83129687609209	-0.57280309059322
-2.2650102171397	-4.1602113996572	-1.2502916659186	0.55697059383355	0.52861708456275	0.84886039954069	-7.1015436002526
-2.7487847584682	-4.8383357026668	-0.86551972789775	0.45321037149275	0.43785405737277	0.89904606358195	4.3567105542667
-3.1677788128652	-3.8923321827952	-4.500334626386	0.173794793443	0.17292121255136	0.98493565995438	3.23428556008
-3.5430208598839	-3.4465521520105	-5.6900661237965	-0.36189287597018	-0.35404513772982	0.93522833599601	-1.3625917357218
-3.9066400292183	-3.9564883561261	-2.7756881856019	-0.7749889259387	-0.69970816376137	0.71442878271084	-1.0793022769873
-4.3163359059353	-4.2790243658411	0.095600376781226	-0.92497199638839	-0.7986039093435	0.60185695641181	0.16663067516248
-4.7661312624686	-4.4317659084798	2.6759446357364	-0.777981353286	-0.70184290398929	0.71233176127411	0.56175745584153
-5.1874693111614	-4.6715092228137	4.8912774821203	-0.38949198986891	-0.3797185029122	0.92510208006799	1.4575603285141
-5.6546970526063	-4.5086323485156	4.7961613811023	0.12259045336161	0.12228362721967	0.99249519621709	-2.7835586633457
-6.1155946768671	-4.5723467616629	3.940383897112	0.56781424478368	0.53779057169862	0.84307846668746	-3.2704548506394
